text,label
"A wellbore stability analysis is required to prevent borehole collapse in a deviated well with a tortuosity of 3.5 and a maximum inclination angle of 75°. Calculate the equivalent circulating density (ECD) using the following formula: ECD = ρm + (ρf - ρm) \* (1 + (Qs / (2 \* π \* r \* v \* η)) \* (1 - (1 / (1 + (Qs / (2 \* π \* r \* v \* η)))), where ρm is the mud weight, ρf is the fluid density, Qs is the flow rate, r is the radius, v is the velocity, and η is the fluid viscosity. Assume a mud weight of 12.5 ppg, fluid density of 62.4 lb/ft³, flow rate of 1000 bbl/min, radius of 0.5 ft, velocity of 10 ft/s, and fluid viscosity of 10 cP. What is the ECD for this scenario?",6
"Given a prospective well with a 20% chance of commercial success and an expected ultimate recovery (EUR) of 1 MMstb, estimate the pre-drill probability of success (PS) using the chi-square method, considering the probability of a discovery as 20% and the probability of a non-discovery as 80%.",1
"Determine the ultimate recovery of a gas condensate reservoir using the Stone method, given the following parameters: reservoir temperature is 100°C, reservoir pressure is 3000 psi, gas compressibility factor is 0.7, and the solution gas-oil ratio is 600 scf/STB.",1
"Given a gas reservoir with a porosity of 0.25 and a permeability of 100 mD, calculate the total compressibility (Ct) using the following equation: Ct = Cg + Cw, where Cg is the gas compressibility and Cw is the water compressibility. Assume Cg = 4.2 x 10^-4 1/psi and Cw = 3.5 x 10^-6 1/psi. Also, convert the given permeability from mD to Darcy units.",1
"Assuming a uniform porosity of 25% and a water saturation of 30%, calculate the effective permeability to oil for a reservoir with a tortuosity factor of 1.2, given a Bruggeman correlation coefficient of 0.5 and a Kozeny-Carman relation.",1
"Determine the effect of a 10% increase in the oil production rate on the tubing pressure drop in a horizontal well with a permeability of 100 mD and a wellbore radius of 0.1 meters, assuming a constant fluid viscosity of 1 cP and a compressibility of 10^-5 1/psi.",3
"Given a reservoir with an initial oil saturation of 0.3 and a permeability of 200 mD, calculate the total oil recoverable using the Arps decline curve model, assuming a total reservoir volume of 1 km^3.",1
To what extent can we trust the results of a production logging analysis if the logging tool was not properly calibrated for the well conditions?,3
"Design a natural gas sweetening process that utilizes a combination of methyl-di-ethanolamine (MDEA) and a gas-liquid contactor to remove H2S and CO2 from a natural gas stream containing 20% CH4, 10% C2H6, 5% C3H8, 2% H2S, and 3% CO2 by volume.",3
"Estimate the present value of a petroleum project with a 5-year production period, a discount rate of 10% and an initial investment of $100 million, assuming a level production rate and a perpetual decline rate of 5% per annum.",0
"Design a gas processing facility to separate ethane, propane, and butane from a wet gas stream containing 20% methane, 40% ethane, 20% propane, and 20% butane. Assume a throughput of 100 MMSCFD. Specify the required column arrangements and the corresponding separation efficiencies.",4
"Develop a comprehensive risk assessment for a subsea oil well intervention operation, considering the API 75:2014 standard and ISO 13623:2018. The operation involves a 20-story drilling riser, 3000 meters below the sea surface. Provide a detailed table outlining the hazards and mitigations for each scenario, including emergency response planning, equipment inspection, and crew training.",2
"To calculate the hydrostatic pressure at a wellbore in a reservoir with an unknown bottomhole pressure, one can use the following equation: P = P0 + δho gh, where P0 is the pressure at the surface, δ is the fluid density, g is the acceleration due to gravity, and h is the depth of the wellbore. However, in this scenario, we are dealing with a well intervention operation, where the fluid density is not constant due to the presence of various fluids in the wellbore. In such cases, we need to account for the weighted average of the fluid densities. difficulty: advanced, topic: well intervention",2
A well intervention engineer is designing a hybrid stimulation treatment for a tight gas well in a carbonate reservoir. The treatment includes a fracturing stage followed by a production enhancement stage. Consider the impact of gender and race on the design of the stimulation treatment and provide a detailed justification for your approach.,2
"Develop a computational model to determine the optimal mud weight for a wellbore in a geomechanically complex formation, considering the effects of overbalance and underbalance conditions on the wellbore stability.",6
"Assuming a linear flow regime, derive the equation for steady-state oil production from a vertical well in a homogeneous, isotropic reservoir using the Darcy flow equation. Consider the reservoir properties: permeability (k) = 500 md, porosity (phi) = 0.2, and thickness (h) = 10 m. Provide the solution in SI units.",1
"Given a reservoir with a porosity of 20%, a permeability of 200 md, and a thickness of 10 m. Determine the sensitivity of the reservoir to the fluid injection rate in well intervention operations. Assume a constant reservoir pressure and temperature.",1
"Consider a gas well with a vertical wellbore. If the well's production rate is 500 barrels per day, and the gas-oil ratio (GOR) is 10,000 standard cubic feet per barrel (scf/bbl), how would you calculate the total gas production rate, taking into account the effects of the gas well's pressure and temperature on the gas compressibility factor? Assume the well's pressure is 3,000 pounds per square inch (psi) and the temperature is 120 degrees Fahrenheit (°F). Additionally, what would be the impact of this gas production rate on the well's reservoir engineering and production strategies?",3
"Optimize the production of a horizontal well in a tight gas reservoir with a permeability of 0.1 mD and a porosity of 0.3, considering the Well's trajectory and the pressure drop along the wellbore.",3
"Design a gas processing plant to separate ethane, propane, and butane from a mixture of hydrocarbons, assuming the following stream composition: 40% methane, 25% ethane, 20% propane, 15% butane, and 0.5% impurities. Consider the specifications of the gas processing equipment (API 661) and ensure that the design meets the safety standards (OSHA, API, and ASME).",4
"Analyze the implications of applying a fluid loss control treatment on the wellbore stability and fluid invasion during underbalanced drilling operations, considering the effects of the treatment on the wellbore pressure and temperature.",6
"Develop a computational model to estimate the total gas flow rate (Qg) through a well, given the gas compressibility factor (Z), reservoir temperature (T), and the gas formation volume factor (Bg). Consider the natural gas P-Z-T correlations and adjust for any non-ideal gas behavior.",3
Optimize the secondary recovery process in a waterflooded oil reservoir by selecting the appropriate water injection rate and timing based on reservoir characteristics and fluid properties.,1
"Design a surface facilities system for a gas processing plant with a production capacity of 500 MMscfd, considering the API 650 tank design code and ensuring compliance with ISO 15649:2017 standards. Assume the facility will handle a gas mixture consisting of 80% CH4, 15% N2, and 5% CO2. Provide a detailed calculation for the tank's volume and the piping system's pressure drop calculation, considering the Moody chart for pipe friction factor and the Reynolds number.",4
"What is the correct formula to calculate the average reservoir pressure at a given depth in a hydrocarbon reservoir, considering the effects of non-Darcy flow and phase behavior? Provide a step-by-step explanation and include any necessary unit conversions.",1
"Given a porous medium with a permeability of 500 mD, a porosity of 0.2, and a drainage area of 1000 m^2. If the flow rate is governed by Darcy's law, Q = -k \* A \* (dh/dx), where Q is the flow rate, k is the permeability, A is the drainage area, and dh/dx is the pressure gradient, how would you determine the value of the pressure gradient required to achieve a flow rate of 0.1 m^3/s?",1
"Consider a radial composite reservoir with a wellbore radius of 0.1 m, a wellbore length of 1000 m, and a reservoir thickness of 10 m. Assuming a radial composite reservoir model with a central wellbore and a surrounding reservoir, derive the expression for the total wellbore heat transfer coefficient, taking into account the conduction through the wellbore casing, tubing, and cement, as well as the convection through the reservoir. Use the following thermal conductivity values: wellbore casing (50 W/mK), tubing (20 W/mK), cement (2 W/mK), and reservoir (1 W/mK). Additionally, assume a reservoir temperature of 120°C, wellbore temperature of 80°C, and ambient temperature of 20°C.",1
"Assuming a uniform gas reservoir with an initial gas-in-place (GIP) of 12 million standard cubic meters (m3), and a reservoir pressure of 60 bar absolute. If we apply a depletion drive mechanism, and considering the reservoir temperature of 100°C, how would you calculate the total recoverable gas volume at 50% of the initial reservoir pressure, using the compressibility factor of gas (Z-factor) and considering the reservoir is homogeneous?",1
"Given a hydrocarbon reservoir with a porosity of 20% and a water saturation of 30%, calculate the effective permeability to oil using the van Genuchten model.",1
"Given a reservoir with an initial pressure of 5000 psi and a permeability of 100 md, calculate the rate of decline of the reservoir pressure over a period of 10 years, assuming a constant production rate of 1000 bbl/day. Use the exponential decline model, taking into account the effects of pressure-dependent permeability.",1
"A comprehensive model for evaluating the feasibility of a sliding sleeve deployment operation in a mature well, considering the reservoir properties and wellbore conditions, must account for the complex interactions between the sleeve and the surrounding rock. This includes understanding the viscoelastic behavior of the tubing and the frictional forces involved. What are the key factors to consider in this model, and how can they be integrated into the design?",1
"What is the significance of the 'bubble-point pressure' in the context of reservoir engineering, and how does it relate to the phase diagram of a crude oil system? Provide a detailed explanation, including the necessary thermodynamic principles and any relevant API standards.",1
I would like to analyze the effects of CO2 sequestration on the mechanical properties of the wellbore. Please provide a computational example involving API RP 65 and NACE MR0175/ISO 15156.,1
"Develop a mathematical framework to evaluate the effect of non-Newtonian fluid rheology on the performance of a hydraulic fracturing treatment in a shale formation, considering the influence of temperature-dependent viscosity on the treatment's efficiency.",6
"Design a natural gas processing facility with a maximum capacity of 500 MMscfd, adhering to API 614 and API 671 standards. The facility should consist of three main sections: gas dehydration, gas compression, and gas treatment. Calculate the required compressor power and specify the necessary piping material and diameter based on ASME B31.3 guidelines.",4
"Given a specific reservoir with an average porosity of 25% and permeability of 10 mD, calculate the drainage area that would result in a well performance that is equivalent to the average well performance of the field. Assuming the well performance is directly proportional to the drainage area.",1
"In the context of oil and gas operations, what are the key performance indicators (KPIs) for evaluating the effectiveness of a well intervention program?",2
"In a typical hydraulic fracturing operation, what is the primary purpose of a perforation gun?",2
"A production team is considering implementing a secondary gas lift system on a mature oil well. They need to determine the optimal injection rate, taking into account the well's current flow regime and the type of gas lift equipment being used. Assuming the well's current gas lift factor (GLF) is 0.6 and the available injection rate range is between 1-5 bbl/min, calculate the required GLF for a stable flow regime and derive the step-by-step formulae to determine the correct GLF.",3
A fluid loss occurs during a cement job. How can you troubleshoot this issue using the data from the wellbore storage coefficient and how can you determine the fluid loss coefficient?,2
"The application of non-Darcy flow theory to predict pressure drop in a wellbore involves consideration of the Reynolds number, which is calculated as Re = ρuD/μ, where ρ is fluid density, u is fluid velocity, D is pipe diameter, and μ is dynamic viscosity. However, in certain instances, the laminar flow region may exhibit a transition to turbulent flow, necessitating the utilization of the Moody chart to accurately estimate the friction factor. Assuming a typical value for the relative roughness, ε/D, and the Reynolds number, Re, the friction factor, f, can be computed as f = 1/√(0.25 log10((ε/D)² + 5.75/Re)² + 1.14/Re + 2.51)",6
"A novel approach to evaluating the economic viability of a deepwater oil field development project involves analyzing the sensitivity of the net present value (NPV) to changes in the project's internal rate of return (IRR). By employing a Monte Carlo simulation, we can generate a probability distribution of the IRR and subsequently calculate the expected value of the NPV.",0
"What are the implications of using a non-linear flow assurance modeling approach in predicting liquid loading in a multiphase flow scenario, and how does it compare to a traditional linear modeling method?",3
"Determine the effective permeability of a reservoir rock at a temperature of 120°C and a pressure of 5000 psi, considering the effects of oil-water-gas saturation and the non-Darcy flow.",1
"Analyze the following production scenario: a gas well is experiencing a 10% reduction in production rate over the past week. Assuming a constant well performance, calculate the production loss in barrels of oil equivalent (BOE) per day, given the well's initial production rate of 500 BOE/day.",3
"Determine the optimized waterflooding strategy for a mature oil field with a high water-cut rate, considering the reservoir's geology and production history. Derive the required injection pressure and rate to maintain a stable aquifer pressure and maximize oil recovery.",1
"Design a separation system for a gas processing plant, considering the API 620 code and a capacity of 500,000 MMBtu/day. Please provide a detailed process flow diagram, including the following components: knock-out drums, coalescers, and molecular sieves.",4
"Analyze the economic viability of a new offshore oil project with an estimated cost of $1.2 billion, expected daily production of 20,000 barrels, and a 10-year lifespan. Assuming a constant oil price of $60 per barrel and an annual inflation rate of 2%, calculate the present value of the project's future cash flows using the net present value (NPV) formula and discount rate of 8%.",0
"Given a vertical well with a pressure drop of 500 psi and a flow rate of 1000 bbl/day, calculate the equivalent flow rate in m3/day, assuming a temperature of 100°C and a fluid viscosity of 0.5 cP, using the Darcy-Weisbach equation, and provide the required conversion factors to maintain unit consistency.",3
"Develop a comprehensive cost-benefit analysis to evaluate the feasibility of implementing a gas lift system in a mature oil well with an average daily production of 100 barrels, given a gas supply rate of 10 million standard cubic feet per day and an anticipated 15% increase in production.",3
Determine the optimal water cut threshold for a petroleum reservoir based on the principle of pseudo-relative permeability curves. Consider a reservoir with a water saturation of 30% and a relative permeability curve that exhibits a constant endpoint at 0.9. Assume the oil viscosity is 3.5 mPa·s at 25°C.,1
"The company plans to implement a new Heat Exchanger network design to increase the efficiency of the process stream. The existing design utilizes a series of shell-and-tube heat exchangers to achieve the required temperature and pressure drop. However, the new design will involve the use of a Plate Heat Exchanger (PHE) with a gasketed plate design. Could you provide a detailed explanation of the advantages and disadvantages of using a PHE in this scenario, including the calculation of the number of plates and the required gasket type, considering the operating conditions and the process stream properties.",4
"Determine the optimal gas-oil ratio (GOR) for a low-pressure gas well with a reservoir temperature of 120°F and a reservoir pressure of 500 psi, assuming a constant gas compressibility factor of 0.85 and a gas viscosity of 0.012 cP. Consider the effect of non-ideal gas behavior using the Redlich-Kwong equation of state.",1
What are the key differences between a radial and inverted drilling strategy in terms of reservoir contact and wellbore stability?,6
"Determine the optimal water injection strategy for a depleted gas reservoir with a high water-cut rate, considering the effects of aquifer pressure and reservoir permeability on the water injection performance. Please derive the required equations and explain the significance of the reservoir's porosity and permeability in this context.",1
"Optimize the design of a gas processing plant to minimize energy consumption and maximize water recovery, taking into account the API 614 lubrication standard and adhering to ISO 13706-1:2018 guidelines for water treatment.",4
"Given a reservoir with an initial pressure of 3000 psi and a porosity of 0.25, calculate the reservoir's average reservoir pressure at 5000 ft depth, considering a temperature gradient of 0.01°C/ft.",1
"Given a pressure drawdown of 1000 psi and a permeability of 10 md, calculate the skin factor using the van Everdingen-Hurst equation and provide a 95% confidence interval for the calculated value.",1
"Assuming a 2-phase flow, derive the equation for the wellhead pressure in a gas lift system using the model of Beggs and Brill (1973) and considering the influence of the gas lift rate and the liquid production rate.",3
"Derive an expression for the formation volume factor, B_o, in terms of the oil compressibility factor, c_o, and the isothermal compressibility of the oil, c_to",1
"I am analyzing the production data for the well. To calculate the estimated ultimate recovery (EUR) of the well, I should use the Arps decline curve method. However, the Arps decline curve method requires an adjustment factor to account for the drilling fluid density, which has an impact on the well's performance. I need to derive the adjustment factor using the following equation: ΔF = 1 + ((π−1)/2 ∙ (ΔF) = 1",1
"Given a reservoir with an initial oil saturation of 50% and a total pore volume of 1 million cubic meters, calculate the oil-in-place (STOOIP) using the Arps equation, where the reservoir thickness is 100 meters and the porosity is 20%.",1
"A hydrocarbon reservoir with a formation volume factor of 1.8 rb/stb is producing at a rate of 2000 bbl/day. If the reservoir pressure is 3000 psia and the bubble point pressure is 2800 psia, calculate the oil viscosity at 2500 psia.",1
"The multiphase flow in a wellbore can be modeled using the homogeneous flow model, where the total mixture pressure gradient is obtained by integrating the Navier-Stokes equations. However, this approach can be simplified by assuming a power-law relationship between the pressure gradient and the flow rate. Calculate the pressure gradient using the Forchheimer equation and compare the results to the homogeneous flow model.",6
"Design a process for implementing a sour gas handling system in a natural gas processing plant, ensuring compliance with API 624 and ISO 13722. The system should include a gas sweetening unit, an amine regeneration unit, and a waste management system. Provide calculations for the required flow rates, pressures, and temperatures for each unit, and discuss potential safety hazards and mitigation strategies.",4
"Given a vertically heterogeneous reservoir with a mean porosity of 25% and a permeability of 200 mD, estimate the effective drainage area for a radial composite model assuming a uniform flow pattern and a skin factor of -1.5. Derive the formula for calculating the effective drainage area considering the skin effect.",1
"Given a vertical well with a length of 2 km and a diameter of 0.1 m, calculate the area of the wellbore's cross-section assuming the wellbore has an elliptical shape with a semi-major axis of 0.05 m and a semi-minor axis of 0.03 m. Consider the API RP 7G standard for well control equipment.",6
"Determine the production rate of an oil well in barrels per day using the Arps decline curve model, given a hyperbolic decline type and the initial production rate of 1000 bbl/day at time 0 and a rate of 500 bbl/day at time 4 years.",3
"Given a proppant-laden fracture model, derive the optimal proppant concentration for a multi-stage hydraulic fracturing operation, considering the effects of proppant settling and depletion on long-term production. Assume a linear decrease in proppant concentration with time.",1
"Given a reservoir with a total pore volume of 100,000 barrels and a water-cut rate of 20%. Assuming a crude oil price of $60 per barrel and a water disposal cost of $10 per barrel. What is the net present value (NPV) of the reservoir at a discount rate of 10%?",1
What is the effect of reservoir heterogeneity on the performance of a water-alternating-gas (WAG) process in a gas condensate reservoir?,1
Develop a computational model to predict the optimum gas lift rate (G LR) for a well with a bottomhole pressure of 1200 psi and a production rate of 1500 bbl/day. Assuming a gas-oil ratio of 1000 scf/bbl and a wellhead pressure of 500 psi.,3
"A gas well's rate of decline can be modeled using the Arps decline model, which takes into account hyperbolic decline behavior. The equation for this model is given by q(t) = q_i * (1 + Ae^(-Bt))^(-1/A), where q_i is the initial rate, A and B are constants determined through history-matching, and t is time. However, when the well is in a pseudosteady-state regime, the rate of decline is approximately exponential, described by the equation q(t) = q_i * e^(-αt), where α is a constant. You should be able to derive the value of α from the Arps decline model by comparing the coefficients of the exponentials in both equations.",1
"In a subsea oil production system, describe the sequence of events and safety protocols that must be implemented when performing a remotely operated vehicle (ROV) intervention on a wellhead valve that has been previously compromised by a hazardous fluid leak.",2
"An oil and gas company is planning to invest in a new project with an expected NPV of $500 million. However, due to the volatility of oil prices, they are considering a sensitivity analysis using a 5% increase and a 5% decrease in oil prices to evaluate the project's robustness. What are the key variables that need to be considered in this analysis?",0
"Design a well intervention plan for a mature oil field with a single horizontal well, considering the API RP 65 and ISO 13673 standards. Incorporate the necessary calculations for a well intervention feasibility study, including fluid exchange and chemical stimulation operations. Assume a well with a 500-meter horizontal section and a 1500-meter vertical section, with a total of 2000 meters depth.",2
"Optimize the P50 net present value (NPV) of a project given a range of production rates, an uncertain oil price scenario, and a fixed capital expenditure. Assume a 20-year project lifespan, 15% discount rate, and a 5% inflation rate.",0
"To calculate the bubble point pressure, we need to use the Standing-Katz correlation, which is given by the equation:Pb = 10^((A - B/T) + C log10(T))where Pb is the bubble point pressure, A, B, and C are constants, and T is the temperature in Rankine. However, for the Standing-Katz correlation, the temperature should be in Kelvin. How can we convert the temperature from Rankine to Kelvin using the formula: T(K) = (5/9) * (T(R) - 491.67). After converting the temperature, we can proceed to calculate the bubble point pressure. What is the final answer for Pb in kPa, given T = 550 R and the constants A = 2.5, B = 4.5, C = 0.6?",1
"Design a well intervention plan for a gas-lift system optimization project, incorporating the effects of sexagesimal time-based scheduling on fluid dynamics and viscosity in a multi-phase flow regime.",2
"Consider a gas processing plant operating at a temperature of 40°C and a pressure of 15 bar. Assuming a gas mixture with a composition of 80% methane and 20% ethane, calculate the required heat transfer rate to maintain a temperature difference of 5°C between the gas stream and the cooling water. Consider the specific heat capacities of methane and ethane, which are 2.26 kJ/kg·K and 2.37 kJ/kg·K, respectively. Assume the gas mixture has a density of 1.2 kg/m³ and a molar mass of 16.04 kg/kmol. Do not forget to account for the heat capacity ratio of the gas mixture.",3
"Design a buried pipeline system with a diameter of 24 inches, buried 3 meters below the surface, to transport 1.5 million standard cubic meters of gas per day from a wellhead facility to a processing plant. Assume the following rough estimate of the system's geometry: major axis of 10 km, minor axis of 2 km, and a minor axis of 0.5 km. Determine the corresponding pressure drop (ΔP) along the pipeline using the Weymouth's equation, accounting for the specific gravity of the gas (SG = 0.65) and the friction factor (f = 0.015) for the pipeline's material and geometry.",3
Analyze the impact of a 10% increase in bottom-hole pressure on the production rate of a well with a reservoir permeability of 100 mD and a wellbore radius of 8 inches. Assume a linear flow regime and neglect the effects of turbulence. Derive the mathematical expression for the production rate and provide a numerical solution using the 2019 API RP 67 guidelines.,3
"What are the implications of a 10% decline in oil prices on the NPV of a marginal oil field, assuming a production rate of 50 barrels per day and a 5-year production period, using a discount rate of 12% and a risk premium of 2%?",0
"What are the key differences between a Potential Loss of Well Control (PLOC) and a Potential Loss of Well Control with a Blowout (PLWCB) in the context of drilling operations, and how can these incidents be mitigated through the implementation of real-time drilling data monitoring and predictive analytics?",6
"Design a process for the installation of a new pipeline system connecting the offshore platform to the onshore processing facility, ensuring compliance with API 1104 and ISO 3183 standards. Consider the pipeline's material selection, coating, and cathodic protection requirements.",4
"Calculate the effective permeability of a gas well using the relative permeability curve, given that the residual oil saturation is 0.25, the connate water saturation is 0.15, and the oil relative permeability at 0.8 saturation is 0.6. Assume that the rock type is sandstone.",1
"Determine the well intervention strategy for a horizontal well with a total length of 5,000 meters, where the wellbore instability issues are observed at a depth of 3,000 meters. The well is deviated by 30 degrees from the vertical plane. Consider the fluid properties and formation characteristics to design a comprehensive intervention plan.",2
"Optimize the production of a low-permeability oil reservoir with a non-linear flow behavior, considering the impact of capillary pressure and hysteresis on the effective permeability. Formulate a general framework to estimate the optimal water cut and oil recovery factor using a combination of numerical simulation and machine learning models.",1
"To ensure the safe handling of hazardous chemicals during the drilling process, the driller must adhere to the stringent guidelines outlined in API Specification 12D, specifically the section addressing the storage and disposal of spent drilling fluids. Furthermore, the driller should be aware of the importance of maintaining accurate records of the drilling process, including documentation of any incidents or near-misses, as per the requirements outlined in OSHA 29 CFR 1910.120.",5
"What are the differences between coil tubing and slickline in terms of well intervention operations? Please provide a detailed comparison of the two, including their advantages and disadvantages.",2
"Given a wellbore trajectory defined by a series of 3D coordinates (x, y, z), derive the curvature (k) and torsion (τ) of the wellpath using the Frenet-Serret formulas, assuming a constant velocity (v) of 50 ft/min and a constant temperature (T) of 120°F. Ensure units are consistent and correctly apply the formulae.",6
"A multi-variant risk analysis framework for oil and gas investment decisions must account for various uncertainty factors, including demand-side risk, supply-side risk, and technology risk. It should also incorporate probabilistic forecasting techniques to assess the potential return on investment (ROI) and expected present value (EPV) for different drilling and production scenarios. Can you provide a step-by-step derivation of the probability density function (PDF) for the underlying asset pricing model, considering the recent market trends and corresponding sensitivity analysis?",0
"A 1% increase in the breakeven price leads to a 12.5% decrease in the net present value of a well. Calculate the breakeven price sensitivity of the NPV to a 1% increase in WTI prices, assuming a wellhead price elasticity of 0.75 and a capital expenditure of $10M.",0
"Develop a mathematical model to predict the optimal water injection rate in a depleted oil reservoir using the material balance equation. Assume a reservoir with an initial oil volume of 10 million barrels, a total pore volume of 15 million barrels, and a water injection rate of 2000 barrels per day. Use the following formula: ΔN = ΔZ + ΔW, where ΔN is the change in oil saturation, ΔZ is the change in compressibility, and ΔW is the water injection rate. Provide a step-by-step derivation of the formula and solve for the optimal water injection rate.",1
A dual gradient drilling system is utilized in a deviated well with a vertical section of 1000 meters and a horizontal section of 2000 meters. The well is drilled with a bottom-hole assembly containing a 10 inch drillpipe and a 12 1/4 inch drill collar. The mud weight is 10.5 ppg and the formation pressure gradient is 0.6 psi/ft. Determine the maximum allowed mud weight to prevent blowout during drilling.,6
"Design a gas processing plant to separate and recover ethane and propane from a rich gas stream, considering the API 614 standards for lubrication and the ISO 13628-1 standards for drilling and completion fluids. Provide a detailed description of the plant layout, including the required equipment and instrumentation, and calculate the estimated capital expenditure (CAPEX) and operational expenditure (OPEX) for the plant.",4
"A critical review of the recent study published in the Journal of Petroleum Science and Engineering (Vol. 198, 2022) on the application of non-intrusive pressure sensing for real-time wellbore pressure monitoring during well intervention operations. Evaluate the method's accuracy and reliability under varying downhole conditions and discuss potential limitations and future research directions.",1
"Design a water injection system for a mature oil field with multiple wells, considering the API 11D1 standard for water injection pumps. The system should include a network of pipelines, injection manifolds, and monitoring equipment. Provide a detailed description of the system's components, their capacities, and the required safety features.",4
"Estimate the present value of a petroleum asset using a 10% discount rate, assuming a 5-year production period with annual production rates of 500,000 barrels in the first year, declining by 10% per annum thereafter. Consider a salvage value of $10 million after 5 years and an initial investment of $50 million.",0
"Design a gas processing plant with a capacity to handle 200 MMSCFD of gas, utilizing a pressure swing adsorption unit and a refrigeration train to remove CO2 and H2S. Ensure the plant meets API 618 standards for reciprocating compressor design and API 673 standards for compressor piston ring design.",4
"What are the implications of changes in rock compressibility on gas reservoir performance, and how do we model this using the Biot coefficient?",1
"Design a comprehensive well intervention plan for a horizontal well with a tubing diameter of 5.5 inches and a wellbore deviation of 30 degrees. The plan should consider the effects of tubing size on fluid flow rates and the implications of wellbore deviation on trajectory calculations. Please provide a detailed breakdown of the plan, including mathematical derivations and computational tasks.",2
Design a water injection project for a depleted oil reservoir with an initial water cut of 70% and a production rate of 1000 bbl/day. Calculate the required injection rate to maintain a reservoir pressure of 2000 psi and ensure that the water injection project is feasible according to API RP 66.,1
"A novel approach to optimizing well placement in unconventional reservoirs involves integrating machine learning algorithms with deterministic models of reservoir heterogeneity. Specifically, a Gaussian process regression model can be employed to predict the likelihood of encountering sweet spots in the reservoir, which can then be used to inform the placement of wells. However, the accuracy of this approach depends on the quality and quantity of the training data, as well as the appropriate choice of hyperparameters for the Gaussian process model. What are the key considerations for selecting the kernel function and hyperparameters for the Gaussian process model, and how do these choices impact the overall performance of the model?",1
"An oil company has invested heavily in a new drilling project, expecting to recover 100 million barrels of oil over the next five years. The project's internal rate of return (IRR) is 12% and the initial investment is $50 million. The company is considering a debt financing option, which would result in an annual interest payment of 8% of the initial investment. Given these conditions, what is the optimal investment decision considering the project's IRR and the debt financing option?",0
"Calculate the optimal proppant concentration for a hydraulic fracturing job in a 30 million cubic feet per day gas well, considering a proppant pack conductivity of 0.2 Darcy and a proppant size of 100/140 mesh, assuming a wellbore temperature of 175°F and a proppant pack permeability of 0.5 millidarcy. Provide the mathematical derivation and unit conversions for the calculation.",6
"Design a well intervention plan for a deviated well in a carbonate reservoir with a wellbore trajectory of 45° and a fluid loss rate of 5 bbl/min. Consider the well's dynamic temperature and its effects on drilling fluids and rock properties. Assume the well is a 'flowing well' and the intervention team needs to assess the well's status without causing any damage to the well or the surrounding rock. Provide a comprehensive plan for the well intervention, including any necessary adjustments for the 'flowing well' scenario and the importance of maintaining objectivity and maintaining a professional demeanor during the intervention process.",2
What are the key differences between a coiled tubing (CT) operation and a slickline operation in well intervention? Consider the fluid dynamics and equipment used in each case.,2
"Develop a comprehensive financial model to evaluate the impact of a 10% increase in operational expenses on the net present value (NPV) of a large-scale offshore oil project, assuming a 30% tax rate and a discount rate of 10%.",0
"Calculate the present value of a $10 million investment with a 10% annual discount rate, assuming a 5-year project timeline with annual cash flows of $1 million, and a terminal cash flow of $2 million.",0
"Given a hydrocarbon reservoir with an initial reservoir pressure of 4500 psi and a gas-oil ratio (GOR) of 300 scf/STB, calculate the gas expansion factor (G) using the Standing-Katz method, assuming a reservoir temperature of 180°F and a wellhead pressure of 1500 psi. Additionally, provide a step-by-step explanation of the calculations and ensure the unit conversions are accurate.",1
"Design a well intervention strategy to optimize the completion of a horizontal well with a directional drilling operation, considering the mechanical properties of the rock formations and the fluid dynamics of the wellbore. The strategy should incorporate a statistical analysis of the well's production data to predict the effects of the intervention on the well's performance. Please provide a computational model to simulate the well intervention and provide a sensitivity analysis to validate the robustness of the strategy.",2
"Design a natural gas processing plant with a capacity to process 500 MMSCFD of wet gas, considering the removal of H2S and CO2. The plant should utilize a combination of amine and molecular sieve technologies for gas sweetening and drying. Provide a detailed process flow diagram and specify the required equipment and instrumentation for the plant.",4
A crude oil production facility experiences a sudden drop in pressure in one of the separation trains. The pressure drop is accompanied by a slight increase in temperature. Analyze the possible causes and propose a troubleshooting plan.,3
"A multiphase flow model is being used to simulate the transient behavior of a vertical production well in a 3000 ft deep, 12 inch diameter wellbore filled with a 40% watercut, 60% gas oil mixture. The well is producing at a rate of 1000 STB/D with a bottomhole pressure of 2000 psi. What is the superficial gas velocity (SGV) in ft/s and what are the assumptions required for the numerical solution of the multiphase flow equations?",3
"Calculate the total porosity of a sandstone reservoir with a matrix density of 2.65 g/cm3 and a fluid density of 0.9 g/cm3 using the equation: \phi_t = \frac{\rho_f - \rho_m}{\rho_f - \rho_w} * 100, where \phi_t is the total porosity, \rho_f is the fluid density, \rho_m is the matrix density, and \rho_w is the water density (approximately 1.0 g/cm3). Assume \rho_w = 1.0 g/cm3.",1
"Assuming a water cut of 30% and a gas-oil ratio of 2500 scf/stb, calculate the gas volume produced per day for a well producing 1000 bbl/day of crude oil at 140°F and 14.7 psia. The compressibility factor (z-factor) is 0.85 at this condition. Use the ideal gas law to derive the equation of state and include the necessary unit conversions.",3
"Determine the optimal range for the fractional flow factor (FFF) in a gas-lifted well, considering the compressibility factor (Z) of 1.2 and the gas-oil ratio (GOR) of 6000 scf/stb.",3
"Derive the volumetric sweep efficiency equation for a waterflooding operation in a homogeneous reservoir, assuming a uniform injection rate and a constant reservoir porosity of 0.25. The reservoir has an average permeability of 100 mD and an average reservoir pressure of 3000 psi.",1
